"Species_name","A_content","C_content","G_content","T_content","genome_length","G_plus_C","G_minus_C","A_plus_T","A_minus_T","GC_ratio","AT_ratio","GC_skew","AT_skew","id"
"Hyposidra talaca NPV",0.299527640575459,0.199490973405517,0.196061514569808,0.304919871449216,139089,0.395552487975325,-0.0034294588357095,0.604447512024675,-0.00539223087375706,0.98280895231917,0.982315908608616,-0.00867004743988219,-0.00892092492149582,2273
"Hyposoter didymator ichnovirus isolate Hd27 vankyrin 1 gene",0.294347,0.2729045,0.2339181,0.1988304,513,0.5068226,-0.03898635,0.4931774,0.09551657,0.8571429,1.480392,-0.07692308,0.1936759,2274
"Hyposoter fugitivus ichnovirus DNA, segment A2",0.2827078,0.2199228,0.2178183,0.279551,2851,0.4377411,-0.002104525,0.5622589,0.003156787,0.9904306,1.011292,-0.004807692,0.005614473,2275
"Hyposoter ichnovirus EGC-2015 Cys-d9.1 protein gene",0.277602523659306,0.228706624605678,0.206624605678233,0.287066246056782,634,0.435331230283912,-0.0220820189274448,0.564668769716088,-0.00946372239747634,0.903448275862069,0.967032967032967,-0.0507246376811594,-0.0167597765363128,2276
"Hypsugo savii betaherpesvirus 1 strain psc-12 DNA polymerase gene",0.186252771618625,0.254988913525499,0.305986696230599,0.252771618625277,451,0.560975609756098,0.0509977827050997,0.439024390243902,-0.0665188470066519,1.2,0.736842105263158,0.0909090909090908,-0.151515151515151,2277
"Hypsugopox virus strain 251170-23/2017",0.382851140456182,0.118259303721489,0.119435774309724,0.379453781512605,166600,0.237695078031212,0.00117647058823529,0.762304921968788,0.0033973589435774,1.00994822860623,1.00895328788142,0.00494949494949494,0.00445669291338579,2278
"IAS virus",0.337707050993344,0.160476404944203,0.159005154381224,0.339728769454036,99915,0.319481559325427,-0.00147125056297853,0.67743582044738,-0.00202171846069155,0.990831982038169,0.994049021918454,-0.00460511888725291,-0.00298436899802021,2279
"Ichthyic parvovirus isolate HMU-HKU 1 NS1 gene, complete cds; and VP1 and VP2 genes",0.309871003925967,0.17190128996074,0.266965787997757,0.250981491867639,3566,0.438867077958497,0.0950644980370163,0.560852495793606,0.0588895120583287,1.55301794453507,1.23463687150838,0.216613418530351,0.105,2280
"Ictalurid herpesvirus 1 DNA-dependent DNA polymerase gene",0.2934537,0.2776524,0.2234763,0.2054176,443,0.5011287,-0.05417607,0.4988713,0.08803612,0.804878,1.428571,-0.1081081,0.1764706,2282
"Idaea seriata nucleopolyhedrovirus isolate 402 lef-8 gene",0.274509803921569,0.229411764705882,0.233333333333333,0.26078431372549,510,0.462745098039216,0.00392156862745099,0.535294117647059,0.0137254901960784,1.01709401709402,1.05263157894737,0.00847457627118647,0.0256410256410257,2283
"Idiomarinaceae phage 1N2-2",0.244643832858827,0.252839847007736,0.267046271532511,0.235470048600926,34773,0.519886118540247,0.014206424524775,0.480113881459753,0.00917378425790125,1.05618744313012,1.03895945285784,0.0273260316406683,0.0191075172207248,2284
"Iguanid herpesvirus 2 DNA-dependent DNA polymerase (pol) gene",0.317948717948718,0.2,0.225641025641026,0.256410256410256,780,0.425641025641026,0.0256410256410256,0.574358974358974,0.0615384615384615,1.12820512820513,1.24,0.0602409638554217,0.107142857142857,2285
"Immunogenic part of phosphoprotein haivng human cytomegalovirus strcture",0.1983497,0.3102911,0.3084229,0.1829363,6423,0.618714,-0.001868286,0.381286,0.01541336,0.9939789,1.084255,-0.003019628,0.04042466,2286
"Impala herpesvirus 1 gene for DNA polymerase, partial cds, specimen_voucher:No.18(2000)(Dr.Fukushi",0.2914286,0.2057143,0.2628571,0.24,175,0.4685714,0.05714286,0.5314286,0.05142857,1.277778,1.214286,0.1219512,0.09677419,2287
"IMungbean yellow mosaic India virus-[Soybean] segment DNA B",0.2765081,0.1907081,0.2124391,0.3203447,2669,0.4031472,0.02173099,0.5968528,-0.04383664,1.113949,0.8631579,0.05390335,-0.07344633,2288
"Indian cassava mosaic virus - [Bhavani] isolate ICMV-TN segment DNA-A",0.2527822,0.2575517,0.2289348,0.2607313,629,0.4864865,-0.02861685,0.5135135,-0.007949126,0.8888889,0.9695122,-0.05882353,-0.01547988,2289
"Indian encephalitis associated cyclovirus isolate IECSF08",0.341265235055136,0.236215902495647,0.201973302379571,0.220545560069646,1723,0.438189204875218,-0.0342426001160766,0.561810795124782,0.12071967498549,0.855036855036855,1.54736842105263,-0.0781456953642385,0.214876033057851,2290
"Indian mungbean yellow mosaic virus coat protein (AV1) and AC5 (AC5) genes",0.2855297,0.2157623,0.2260982,0.2726098,774,0.4418605,0.01033592,0.5581395,0.0129199,1.047904,1.047393,0.02339181,0.02314815,2291
"Infectious hypodermal and hematopoietic necrosis virus",0.361985162445638,0.238679969301612,0.191097467382962,0.208237400869788,3909,0.429777436684574,-0.0475825019186493,0.570222563315426,0.153747761575851,0.80064308681672,1.73832923832924,-0.110714285714286,0.269627635711081,2292
"Infectious laryngotracheitis virus CSW-1 inverted terminal repeat",0.2462462,0.2732733,0.2792793,0.2012012,333,0.5525526,0.006006006,0.4474474,0.04504505,1.021978,1.223881,0.01086957,0.1006711,2293
"Iniid herpesvirus 1 strain Boto 20 DNA polymerase gene",0.359223300970874,0.213592233009709,0.194174757281553,0.233009708737864,206,0.407766990291262,-0.0194174757281553,0.592233009708738,0.12621359223301,0.909090909090909,1.54166666666667,-0.0476190476190476,0.213114754098361,2294
"Inoviridae sp. ctBZ32",0.163281884646629,0.340982940698619,0.319049553208773,0.176685621445979,4924,0.660032493907392,-0.0219333874898456,0.339967506092608,-0.0134037367993501,0.93567599761763,0.924137931034483,-0.0332307692307692,-0.039426523297491,2295
"Insectomime virus strain V478",0.2819458,0.2151535,0.2117083,0.2848245,386631,0.4268618,-0.003445145,0.5667704,-0.002878714,0.9839875,0.989893,-0.008070869,-0.005079154,2296
"Iodobacteriophage phiPLPE",0.273702400269741,0.222978526120582,0.23806714011759,0.265251933492087,47453,0.461045666238173,0.0150886139970076,0.538954333761827,0.00845046677765365,1.06766846233815,1.0318582664654,0.0327269403053295,0.0156793743890518,2297
"Ipomoea batatas geminiviridae strain pt056-gem-3",0.261407852847542,0.213300318358684,0.243013795542978,0.282278033250796,2827,0.456314113901663,0.0297134771842943,0.543685886098338,-0.0208701804032543,1.13930348258706,0.926065162907268,0.0651162790697674,-0.0383864671437866,2298
"Ipomoea yellow vein virus",0.260121820136152,0.207452525976353,0.235399498387675,0.297026155499821,2791,0.442852024364027,0.0279469724113221,0.557147975635973,-0.0369043353636689,1.13471502590674,0.875753920386007,0.0631067961165048,-0.0662379421221865,2299
"Iragoides fasciata nucleopolyhedrovirus 39K gene, partial cds; Lef 11, Ac38-like protein, phosphotyrosine phosphatase, Ac5-like protein, Lef 2, polyhedrin, VP78, PK-1, 11K-like protein, ODV-E56, and Ie-1 genes, complete cds; and Ac146-like protein gene",0.3334766,0.1553473,0.1621389,0.3490371,11632,0.3174862,0.006791609,0.6825138,-0.01556052,1.043719,0.9554187,0.02139182,-0.02279884,2300
"Iteradensovirus sp. isolate TR17180_c0_g1_i1 nonstructural protein 1 and nonstructural protein 2 genes",0.229437229437229,0.18961038961039,0.192640692640693,0.388311688311688,2310,0.382251082251082,0.00303030303030302,0.617748917748918,-0.158874458874459,1.01598173515982,0.590858416945373,0.00792751981879952,-0.25718290119131,2301
"Iteravirus sp. strain 15/G-MeRf",0.369303682099891,0.192307692307692,0.190667152752461,0.247721472839956,5486,0.382974845060153,-0.0016405395552315,0.617025154939847,0.121582209259934,0.991469194312796,1.49080206033848,-0.0042836744407425,0.197045790251108,2302
"Jacquemontia mosaic Yucatan virus segment DNA-A",0.244043043812452,0.2152190622598,0.250192159877018,0.29054573405073,2602,0.465411222136818,0.0349730976172176,0.534588777863182,-0.0465026902382782,1.1625,0.83994708994709,0.0751445086705203,-0.0869877785765636,2303
"Jacquemontia yellow mosaic virus isolate [Venezuela:Rio Cocollar 1250:2009] segment DNA-A",0.244350823439295,0.224052087322865,0.245116813481425,0.286480275756415,2611,0.46916890080429,0.0210647261585599,0.53083109919571,-0.0421294523171199,1.09401709401709,0.852941176470588,0.0448979591836735,-0.0793650793650793,2304
"Jamaica yellow mosaic virus isolate Ayu1 capsid protein gene, partial cds; replication enhancer protein and transactivator protein genes, complete cds; and replication initiator protein gene",0.266071428571429,0.222321428571429,0.214285714285714,0.297321428571429,1120,0.436607142857143,-0.00803571428571428,0.563392857142857,-0.03125,0.963855421686747,0.894894894894895,-0.0184049079754601,-0.0554675118858954,2305
"Jamaican tomato infecting geminivirus replication associated protein rep (AC1) gene",0.2210066,0.2319475,0.2538293,0.2932166,457,0.4857768,0.02188184,0.5142232,-0.07221007,1.09434,0.7537313,0.04504505,-0.1404255,2306
"Jasminum sambac leaf curl Lakshmangarh virus isolate LW coat protein gene",0.2950192,0.1455939,0.2662835,0.2931034,522,0.4118774,0.1206897,0.5881226,0.001915709,1.828947,1.006536,0.2930233,0.003257329,2307
"Jatropha curcas mosaic virus isolate ICMV-IN:SG:12 segment DNA-A",0.2484472,0.2137377,0.2371209,0.3006942,2737,0.4508586,0.02338327,0.5491414,-0.05224699,1.109402,0.8262454,0.05186386,-0.09514305,2308
"Jatropha gossypifolia begomovirus replication protein and coat protein genes",0.2317291,0.2397504,0.2442068,0.2843137,1122,0.4839572,0.004456328,0.5160428,-0.05258467,1.018587,0.815047,0.009208103,-0.1018998,2309
"Jatropha leaf crumple India virus [J. curcas: Jodhpur] isolate SKJ2",0.23858238947753,0.240409207161125,0.249177932042382,0.271830471318962,2737,0.489587139203507,0.00876872488125685,0.510412860796493,-0.0332480818414322,1.03647416413374,0.877688172043011,0.017910447761194,-0.0651395848246242,2310
"Jatropha mosaic geminivirus Puerto Rico field isolate coat protein (AV1) gene",0.2589118,0.2307692,0.2795497,0.2307692,533,0.5103189,0.04878049,0.4896811,0.02814259,1.211382,1.121951,0.09558824,0.05747126,2311
"Jatropha yellow mosaic virus segment DNA-A",0.272034820457018,0.200943054044251,0.230322814653609,0.296699310845122,2757,0.43126586869786,0.029379760609358,0.56873413130214,-0.024664490388103,1.14620938628159,0.916870415647922,0.0681244743481917,-0.0433673469387756,2312
"JC polyomavirus",0.29766081871345,0.201754385964912,0.202729044834308,0.297855750487329,5130,0.40448343079922,0.000974658869395711,0.59551656920078,-0.000194931773879137,1.0048309178744,0.99934554973822,0.00240963855421687,-0.00032733224222585,2313
"JC virus (isolate:C-01) genes for VP1 and large T antigen",0.2737705,0.1672131,0.2540984,0.304918,610,0.4213115,0.08688525,0.5786885,-0.03114754,1.519608,0.8978495,0.2062257,-0.05382436,2314
"Juncus maritimus associated virus isolate 13-FMN-1",0.254744525547445,0.2,0.23029197080292,0.314963503649635,2740,0.43029197080292,0.0302919708029197,0.56970802919708,-0.0602189781021898,1.1514598540146,0.808806488991889,0.0703986429177269,-0.105701473414478,2315
"Junonia coenia densovirus",0.312965470548409,0.193805010155721,0.17654028436019,0.316350710900474,5908,0.370345294515911,-0.0172647257955315,0.629316181448883,-0.003385240352065,0.910917030567686,0.989299090422686,-0.046617915904936,-0.00537923614846692,2316
"Jute yellow mosaic virus isolate Baharich nonfunctional replication initiator protein (AC1) gene, partial sequence; and coat protein (AV1) gene",0.2685665,0.2098446,0.2366149,0.2849741,1158,0.4464594,0.02677029,0.5535406,-0.0164076,1.127572,0.9424242,0.05996132,-0.02964119,2317
"Kallithea virus isolate AM04_Kallithea DNApol B-like protein gene",0.337950138504155,0.164819944598338,0.181440443213296,0.315789473684211,722,0.346260387811634,0.0166204986149584,0.653739612188366,0.0221606648199446,1.10084033613445,1.07017543859649,0.0479999999999999,0.0338983050847458,2318
"Kappapapillomavirus 2 clone ROPV B E2 (E2), E4 (E4), and Open reading frame starts at 817; putative (L2) genes",0.2699805,0.2329435,0.2266082,0.2217349,2052,0.4595517,-0.006335283,0.4917154,0.04824561,0.9728033,1.217582,-0.01378579,0.09811695,2319
"Kenaf geminivirus coat protein (AV1) gene",0.2926829,0.1857411,0.2589118,0.2626642,533,0.4446529,0.07317073,0.5553471,0.03001876,1.393939,1.114286,0.164557,0.05405405,2320
"Kenaf leaf curl virus clone LCCP-EI-Bkp-11 coat protein (AV1) gene",0.2658885,0.1997406,0.2542153,0.2801556,771,0.4539559,0.05447471,0.5460441,-0.01426719,1.272727,0.9490741,0.12,-0.02612827,2321
"KI polyomavirus isolate BCH-151A VP1 gene",0.3444976,0.2105263,0.2200957,0.2248804,209,0.430622,0.009569378,0.569378,0.1196172,1.045455,1.531915,0.02222222,0.210084,2322
"Kilham rat virus non-capsid protein (NS1), (NS2), (VP1), and (VP2) genes",0.3107368,0.2177796,0.2340166,0.237467,4927,0.4517962,0.01623706,0.5482038,0.07326974,1.074557,1.308547,0.0359389,0.1336542,2323
"Kittiwake papillomavirus 1 strain NL15_K930 L1 (L1), E6 (E6), and E7 (E7) genes, complete cds; and E1 (E1) gene",0.218274111675127,0.273813078530905,0.280979396834876,0.226933412959092,3349,0.554792475365781,0.00716631830397135,0.445207524634219,-0.00865930128396539,1.02617230098146,0.961842105263158,0.0129171151776104,-0.0194500335345406,2324
"Klebsiella phage 020009",0.249927315016718,0.251926152056985,0.274930949265882,0.223215583660416,55032,0.526857101322867,0.0230047972088966,0.473142898677133,0.0267117313563018,1.09131563762262,1.11966786063172,0.0436642063875285,0.0564559489976189,2325
"Klebsiella pneumoniae phage JIPh_Kp122",0.297648295539871,0.206931971767533,0.188827151223908,0.306592581468689,166475,0.39575912299144,-0.0181048205436252,0.60424087700856,-0.00894428592881813,0.912508345670411,0.970826802507837,-0.0457470706089491,-0.0148025171237983,2326
"Klebsiella virus 0507KN21 DNA",0.270846485114788,0.231750535967648,0.235294485314799,0.262108493602765,159991,0.467045021282447,0.00354394934715077,0.532954978717553,0.00873799151202254,1.01529208695183,1.03333730773817,0.00758802510605836,0.0163953652014824,2327
"Kluyvera phage Kvp1",0.267100729631131,0.226033644102148,0.26038710985002,0.2464785164167,39472,0.486420753952169,0.0343534657478719,0.513579246047831,0.0206222132144305,1.15198386012105,1.08366738616507,0.070625,0.040153906866614,2328
"Koala papillomavirus isolate KoAA1 major capsid protein (L1) gene",0.2909091,0.1954545,0.2522727,0.2613636,440,0.4477273,0.05681818,0.5522727,0.02954545,1.290698,1.113043,0.1269036,0.05349794,2329
"Kobus ellipsiprymnus gammaherpesvirus 1 isolate DPOL-34 DNA polymerase gene",0.212121212121212,0.327272727272727,0.345454545454545,0.115151515151515,165,0.672727272727273,0.0181818181818182,0.327272727272727,0.096969696969697,1.05555555555556,1.84210526315789,0.027027027027027,0.296296296296296,2330
"Kogiid herpesvirus 2 strain MM579-skin DNA polymerase gene",0.260869565217391,0.241545893719807,0.241545893719807,0.256038647342995,207,0.483091787439614,0,0.516908212560387,0.0048309178743961,1,1.0188679245283,0,0.0093457943925233,2331
"Koi herpesvirus clone BamHI6",0.1852861,0.3079019,0.3569482,0.1498638,367,0.6648501,0.04904632,0.3351499,0.03542234,1.159292,1.236364,0.07377049,0.1056911,2332
"Kowari adenovirus strain 2014-Hun DNA-dependent DNA polymerase gene",0.17037037037037,0.385185185185185,0.27037037037037,0.174074074074074,270,0.655555555555556,-0.114814814814815,0.344444444444444,-0.00370370370370371,0.701923076923077,0.978723404255319,-0.175141242937853,-0.010752688172043,2333
"Kudzu mosaic virus DNA-A",0.251922372757232,0.21933357744416,0.23288172830465,0.295862321493958,2731,0.45221530574881,0.0135481508604907,0.54778469425119,-0.0439399487367265,1.06176961602671,0.851485148514851,0.0299595141700405,-0.0802139037433155,2335
"Kummerowia striata geminiviridae strain pt119-gem-7",0.274097580325268,0.203094010313368,0.253470844902816,0.269337564458548,2521,0.456564855216184,0.0503768345894486,0.543435144783816,0.00476001586671959,1.248046875,1.01767304860088,0.110338835794961,0.00875912408759131,2336
"Kurlavirus BKC-1",0.279922405968431,0.2160816674415,0.212990635584778,0.291005291005291,361368,0.429072303026278,-0.00309103185672222,0.570927696973722,-0.0110828850368599,0.98569507587885,0.961915176873336,-0.00720398831367335,-0.0194120640767757,2337
"L1 [human papillomavirus HPV, mucosotropic type 13, cervical smear, Genomic",0.3619048,0.2285714,0.1714286,0.2380952,105,0.4,-0.05714286,0.6,0.1238095,0.75,1.52,-0.1428571,0.2063492,2338
"L1 orf [human papillomavirus HPV, X01 isolate, Genomic",0.297561,0.2243902,0.2146341,0.2634146,205,0.4390244,-0.009756098,0.5609756,0.03414634,0.9565217,1.12963,-0.02222222,0.06086957,2340
"Labidocera aestiva circovirus",0.298185941043084,0.255668934240363,0.255102040816327,0.191043083900227,1764,0.510770975056689,-0.000566893424036263,0.489229024943311,0.107142857142857,0.997782705099778,1.56083086053412,-0.00110987791342949,0.219003476245655,2341
"Labrador amdoparvovirus 1 strain F25, capsid protein",0.363164721141375,0.199740596627756,0.191958495460441,0.245136186770428,771,0.391699092088197,-0.00778210116731518,0.608300907911803,0.118028534370947,0.961038961038961,1.48148148148148,-0.0198675496688742,0.194029850746269,2342
"Lacanobia oleracea granulovirus isolate a6 lef-8 gene",0.328042328042328,0.166666666666667,0.19047619047619,0.314814814814815,378,0.357142857142857,0.0238095238095238,0.642857142857143,0.0132275132275132,1.14285714285714,1.04201680672269,0.0666666666666667,0.0205761316872428,2343
"Lacerta viridis herpesvirus 1 DNA polymerase gene",0.2893617,0.2042553,0.2808511,0.2255319,235,0.4851064,0.07659574,0.5148936,0.06382979,1.375,1.283019,0.1578947,0.1239669,2344
"Lacertid adenovirus 1 strain 201311 DNA-dependent DNA polymerase",0.240143369175627,0.161290322580645,0.200716845878136,0.397849462365591,279,0.362007168458781,0.0394265232974911,0.637992831541219,-0.157706093189964,1.24444444444444,0.603603603603604,0.108910891089109,-0.247191011235955,2345
"Lactobacillus bacteriophage phig1e DNA for Rorf162, Holin, Lysin",0.3163887,0.1879799,0.2327244,0.2629071,3777,0.4207043,0.04474451,0.5792957,0.0534816,1.238028,1.203424,0.1063562,0.09232176,2346
"Lactobacillus casei bacteriophage A2 DNA",0.192,0.288,0.16,0.36,125,0.448,-0.128,0.552,-0.168,0.5555556,0.5333333,-0.2857143,-0.3043478,2347
"Lactobacillus johnsonii prophage Lj771",0.341454465399574,0.152099997553876,0.211907732198332,0.294537804848218,40881,0.364007729752208,0.0598077346444559,0.635992270247792,0.0469166605513563,1.39321325184947,1.15928909559007,0.164303474228883,0.0737692307692307,2348
"Lactobacillus phage 3-521",0.325019884104079,0.173197647994546,0.196128280877173,0.305654187024202,140816,0.369325928871719,0.022930632882627,0.630674071128281,0.0193656970798773,1.13239575218336,1.06335819335053,0.0620877958736324,0.0307063473296625,2349
"Lactobacillus plantarum bacteriophage LP65",0.2977677,0.1962637,0.1769438,0.328964,131522,0.3732075,-0.01931996,0.6267316,-0.0311963,0.9015612,0.905168,-0.05176734,-0.04977617,2350
"Lactobacillus prophage Lj928",0.347123801583993,0.151599624843685,0.195367861609004,0.305908711963318,38384,0.346967486452689,0.0437682367653189,0.653032513547311,0.0412150896206753,1.28870940024059,1.13473002895588,0.126145066826851,0.0631133806750179,2351
"Lactobacillus rhamnosus Lc-Nu-like prophage Orf65 gene, partial cds; Orf139, Orf126, Orf203, Orf116, Orf76, putative tape measure protein, Orf630, putative host-specificity protein, Orf96, Orf43, putative holin, and Orf56 genes, complete cds; and putative holin gene",0.3049823,0.19792,0.2395195,0.2575782,12404,0.4374395,0.04159948,0.5625605,0.04740406,1.210183,1.184038,0.09509768,0.08426483,2352
"Lactoccocus phage WP-2",0.358749140166146,0.152600666701942,0.158579819038044,0.330070374093867,18899,0.311180485739986,0.00597915233610244,0.688819514260014,0.0286787660722789,1.03918169209431,1.08688682269958,0.0192144193164428,0.0416346597019511,2353
"Lactococcal bacteriophage c2 DNA cos site",0.4303797,0.1803797,0.09493671,0.2943038,316,0.2753165,-0.08544304,0.7246835,0.1360759,0.5263158,1.462366,-0.3103448,0.1877729,2354
"Lactococcus bacteriophage 1727 putative receptor binding protein (rbp) gene",0.3358025,0.1679012,0.1876543,0.308642,810,0.3555556,0.01975309,0.6444444,0.02716049,1.117647,1.088,0.05555556,0.04214559,2355
"Lactococcus lactis bacteriophage 645 putative receptor-binding protein (rbp) gene",0.372176,0.1664685,0.1866825,0.274673,841,0.353151,0.02021403,0.646849,0.09750297,1.121429,1.354978,0.05723906,0.1507353,2356
"Lactococcus phage 05601",0.316917464660283,0.169113847089223,0.171728226174191,0.342240462076303,32895,0.340842073263414,0.00261437908496734,0.659157926736586,-0.0253229974160207,1.01545928455869,0.926008171966602,0.00767035319300755,-0.0384171931928239,2357
"Lactococcus prophage bIL285",0.35469075355957,0.154201136811301,0.197675727390399,0.29343238223873,35538,0.3518768642017,0.0434745905790984,0.6481231357983,0.0612583713208397,1.28193430656934,1.20876486382815,0.123550579768093,0.094516563191942,2358
"Lactours virus LT2 nonfunctional B-family DNA polymerase gene",0.3918919,0.1689189,0.1824324,0.25,148,0.3513514,0.01351351,0.6418919,0.1418919,1.08,1.567568,0.03846154,0.2210526,2359
"Lactuca sativa geminiviridae strain pt151-gem-9",0.270634920634921,0.203571428571429,0.254365079365079,0.271428571428571,2520,0.457936507936508,0.0507936507936508,0.542063492063492,-0.000793650793650791,1.2495126705653,0.997076023391813,0.110918544194107,-0.00146412884333821,2360
"Lagenorhynchus acutus papillomavirus",0.2811118,0.2036639,0.237271,0.2779533,7915,0.4409349,0.03360708,0.5590651,0.00315856,1.165012,1.011364,0.07621777,0.005649718,2361
"Lagenorhynchus alphaherpesvirus 1 gB gene for glycoprotein B, complete cds",0.2934349,0.2292347,0.2299601,0.2473703,2757,0.4591948,0.0007254262,0.5408052,0.04606456,1.003165,1.186217,0.001579779,0.08517773,2362
"Lagomorph bocaparvovirus 1 strain LBoV 160/01/ITA",0.283071414362443,0.280684304754327,0.239506664014323,0.196737616868908,5027,0.520190968768649,-0.041177640740004,0.479809031231351,0.0863337974935349,0.853295535081502,1.43882709807887,-0.0791586998087954,0.179933665008292,2363
"Lagothrix lagotricha Lymphocryptovirus 1 isolate L2 DNA polymerase (DPOL) gene",0.223913,0.2913043,0.3,0.1847826,460,0.5913043,0.008695652,0.4086957,0.03913043,1.029851,1.211765,0.01470588,0.09574468,2364
"Lake Baikal phage Baikal-20-5m-C28",0.346869072486734,0.157020576724531,0.189290259069846,0.306820091718889,166596,0.346310835794377,0.0322696823453144,0.653689164205623,0.0400489807678456,1.20551244313621,1.1305291988653,0.093181266682844,0.0612660924500928,2365
"Lambda reverse OrfE protein (orfE) gene, complete cds; OrfF protein (orfF) gene",0.3012212,0.1940299,0.2360923,0.2686567,737,0.4301221,0.04206242,0.5698779,0.03256445,1.216783,1.121212,0.0977918,0.05714286,2366
"Lambdapapillomavirus 2",0.305681422098292,0.194492854653189,0.221331474381318,0.278494248867201,8607,0.415824329034507,0.0268386197281283,0.584175670965493,0.027187173231091,1.13799283154122,1.09762202753442,0.0645431684828164,0.0465393794749404,2367
"Lambdina fiscellaria nucleopolyhedrovirus isolate GR15",0.287149395165119,0.219120504883622,0.217436715471239,0.276293384480019,157977,0.436557220354862,-0.00168378941238281,0.563442779645138,0.0108560106850997,0.992315692165473,1.03929160557185,-0.00385697300118899,0.0192672815719405,2368
"Lantana yellow vein virus coat protein-like gene",0.2875458,0.1739927,0.2454212,0.2930403,546,0.4194139,0.07142857,0.5805861,-0.005494505,1.410526,0.98125,0.1703057,-0.009463722,2369
"Lasiocampa quercus nucleopolyhedrovirus isolate 202 lef-8 gene",0.282722513089005,0.219895287958115,0.237347294938918,0.260034904013962,573,0.457242582897033,0.0174520069808028,0.542757417102967,0.0226876090750436,1.07936507936508,1.08724832214765,0.0381679389312977,0.0418006430868167,2370
"Lausannevirus isolate 7715",0.2818684,0.2151381,0.2138259,0.2891675,346754,0.428964,-0.001312169,0.571036,-0.007299123,0.9939008,0.9747582,-0.003058926,-0.01278225,2371
"Leafhopper Ecdysone Recpetor Nucleic Acids, Polypeptides",0.2631579,0.2076814,0.230441,0.2987198,703,0.4381223,0.0227596,0.5618777,-0.03556188,1.109589,0.8809524,0.05194805,-0.06329114,2372
"Leclercia phage 10164-302",0.261084374360025,0.236330124923203,0.271861560516076,0.230723940200696,39064,0.508191685439279,0.0355314355928732,0.491808314560721,0.0303604341593283,1.15034662045061,1.13158770664596,0.0699173886762039,0.0617322506766604,2373
"Legume yellow mosaic virus complete genomic DNA-A",0.2654771,0.210488,0.2243263,0.2997087,2746,0.4348143,0.01383831,0.5651857,-0.03423161,1.065744,0.8857837,0.0318258,-0.06056701,2374
"Lelliottia phage phD2B",0.257855114276698,0.23842582157508,0.27160438173376,0.232114682414462,44366,0.51003020330884,0.0331785601586801,0.48996979669116,0.0257404318622368,1.13915674040461,1.11089531947951,0.0650521477815097,0.0525347318060539,2375
"Lemur adenovirus IVa2 (IVa2) gene",0.241106719367589,0.33596837944664,0.264822134387352,0.158102766798419,253,0.600790513833992,-0.0711462450592885,0.399209486166008,0.08300395256917,0.788235294117647,1.525,-0.118421052631579,0.207920792079208,2376
"Lemur associated porprismacovirus 1 isolate SF5",0.220294228592984,0.245567710298001,0.235005658242173,0.299132402866843,2651,0.480573368540174,-0.010562052055828,0.519426631459826,-0.0788381742738589,0.956989247311828,0.736443883984867,-0.021978021978022,-0.151779230210603,2377
"Lemyra imparilis nucleopolyhedrovirus isolate n2 lef-8 gene",0.289583333333333,0.25,0.229166666666667,0.23125,480,0.479166666666667,-0.0208333333333333,0.520833333333333,0.0583333333333333,0.916666666666667,1.25225225225225,-0.0434782608695652,0.112,2378
"Lentibacter virus vB_LenP_ICBM1",0.27062221447601,0.233149914100042,0.237083883176058,0.25914398824789,40163,0.4702337972761,0.00393396907601523,0.5297662027239,0.0114782262281204,1.01687313114054,1.04429285165257,0.0083659853860002,0.0216665883348216,2379
"Lentille virus CL nonfunctional B-family DNA polymerase gene",0.4,0.1724138,0.1862069,0.2413793,145,0.3586207,0.0137931,0.6413793,0.1586207,1.08,1.657143,0.03846154,0.2473118,2380
"Leontopithecus rosalia lymphocryptovirus 1 from Germany DNA polymerase (DPOL) gene",0.2342857,0.2857143,0.28,0.2,175,0.5657143,-0.005714286,0.4342857,0.03428571,0.98,1.171429,-0.01010101,0.07894737,2381
"Leonurus mosaic virus isolate PAR07 segment DNA-A",0.2541416,0.2243976,0.2323042,0.2891566,2656,0.4567018,0.007906627,0.5432982,-0.03501506,1.035235,0.8789062,0.01731245,-0.06444906,2382
"Leonurus yellow spot alphasatellite isolate BR:Dou1095.2:11",0.287490855888808,0.194586686174104,0.248719824433065,0.269202633504023,1367,0.443306510607169,0.0541331382589612,0.556693489392831,0.0182882223847842,1.2781954887218,1.0679347826087,0.122112211221122,0.0328515111695138,2383
"Leopardus pardalis gammaherpesvirus 1 glycoprotein B and DNA polymerase genes",0.332077658649667,0.186322804984063,0.190669371196755,0.290930165169516,3451,0.376992176180817,0.00434656621269197,0.623007823819183,0.0411474934801507,1.02332814930016,1.14143426294821,0.0115295926210607,0.066046511627907,2384
"Leopardus wiedii papillomavirus type 1",0.294058408862034,0.205689828801611,0.2317472306143,0.268504531722054,7944,0.437437059415911,0.0260574018126888,0.562562940584089,0.0255538771399798,1.12668298653611,1.09517112048758,0.059568345323741,0.0454240322219735,2385
"Leporid gammaherpesvirus 5 isolate PAT-18-29913 DNA polymerase gene",0.274853801169591,0.280701754385965,0.257309941520468,0.187134502923977,171,0.538011695906433,-0.0233918128654971,0.461988304093567,0.087719298245614,0.916666666666667,1.46875,-0.0434782608695652,0.189873417721519,2386
"Leporid herpesvirus 2 DNA polymerase gene",0.3641975,0.1419753,0.2037037,0.2901235,162,0.345679,0.0617284,0.654321,0.07407407,1.434783,1.255319,0.1785714,0.1132075,2387
